iter	Logloss
0	0.6238935547
1	0.5627131348
2	0.5070197754
3	0.4570278931
4	0.4105484314
5	0.3709144287
6	0.3341973267
7	0.3024949951
8	0.2755350952
9	0.2496360016
10	0.2260017853
11	0.2051116333
12	0.1868243713
13	0.1704410553
14	0.1562572327
15	0.1437362366
16	0.1323547363
17	0.1240532837
18	0.1149078064
19	0.1071324768
20	0.1010737457
21	0.09408511353
22	0.08735951233
23	0.08136042023
24	0.07627812195
25	0.07194206238
26	0.06832581329
27	0.06519309998
28	0.0614446373
29	0.05836145782
30	0.05527785492
31	0.05206004333
32	0.04922431183
33	0.04704062271
34	0.04458114243
35	0.04274193573
36	0.04104689026
37	0.03908384705
38	0.03767327881
39	0.03611727905
40	0.03438601685
41	0.0327530098
42	0.03143437958
43	0.0301817131
44	0.02908146667
45	0.0280785408
46	0.02691879654
47	0.02596797562
48	0.02517079926
49	0.02435303879
50	0.02355945587
51	0.02285188675
52	0.02216112137
53	0.02136381149
54	0.02065916824
55	0.01998223686
56	0.01938576889
57	0.01878796005
58	0.01829059792
59	0.01767285156
60	0.0171668663
61	0.01672383881
62	0.01642060089
63	0.0158484602
64	0.01518456459
65	0.01481729698
66	0.01437064362
67	0.01388298225
68	0.01350203705
69	0.01293330669
70	0.01277136135
71	0.01226155853
72	0.01191033554
73	0.01149276161
74	0.01124406433
75	0.01098632813
76	0.0106714716
77	0.01043093872
78	0.01025150871
79	0.01000259113
80	0.009916273117
81	0.009706817627
82	0.009396668434
83	0.009175147057
84	0.008950748444
85	0.008750761986
86	0.008566001892
87	0.0084057827
88	0.008158295631
89	0.008027030945
90	0.007778538704
91	0.007622457504
92	0.007529994965
93	0.007396855354
94	0.007149587631
95	0.007021585941
96	0.006907578468
97	0.006807674885
98	0.006698053837
99	0.00658407402
100	0.006543273926
101	0.006342678547
102	0.006164002895
103	0.006076050758
104	0.005961321831
105	0.005885499001
106	0.005725266933
107	0.005673718452
108	0.005629410744
109	0.005540781498
110	0.005399349689
111	0.005308929443
112	0.00520165205
113	0.005142588615
114	0.005077821255
115	0.005006557465
116	0.004949211121
117	0.004910140991
118	0.004887079239
119	0.004842238426
120	0.004739131451
121	0.004709457874
122	0.004647215366
123	0.004625558376
124	0.00455253458
125	0.004521579742
126	0.004500069141
127	0.004445447445
128	0.004425798893
129	0.004376158714
130	0.004326080322
131	0.004261729717
132	0.004224107742
133	0.004205194473
134	0.004101495266
135	0.004019557953
136	0.003993600607
137	0.003980876923
138	0.003931001186
139	0.00388615942
140	0.003875600338
141	0.003868074894
142	0.003856602907
143	0.003856599092
144	0.003784652472
145	0.003729233265
146	0.003689297199
147	0.003689286709
148	0.003667873859
149	0.003640307903
150	0.003626352787
151	0.003609779835
152	0.003596940041
153	0.003522523642
154	0.00350820303
155	0.003487941742
156	0.003452233076
157	0.003399856806
158	0.003361804485
159	0.003337289095
160	0.00332849741
161	0.003298030376
162	0.003256597996
163	0.003241192341
164	0.003202505589
165	0.003187759876
166	0.00317034483
167	0.003161281347
168	0.003139009953
169	0.003124326706
170	0.003114313364
171	0.003060986996
172	0.003007715702
173	0.002974720716
174	0.002956720591
175	0.002931611061
176	0.002920369148
177	0.002898938656
178	0.002883901834
179	0.002883896351
180	0.002869845867
181	0.002861213684
182	0.002861204386
183	0.002846796036
184	0.002846796036
185	0.002833487988
186	0.002825386047
187	0.002811588287
188	0.002770667791
189	0.002750727654
190	0.002740152359
191	0.00272978425
192	0.002715108871
193	0.002704657078
194	0.002678025246
195	0.002646850586
196	0.002600881577
197	0.002600871563
198	0.002571116686
199	0.002571116686
200	0.002561873913
201	0.002553374529
202	0.00254368782
203	0.002532868385
204	0.0025328722
205	0.002523855686
206	0.002515859842
207	0.002492563725
208	0.002482064247
209	0.002474150658
210	0.002459561825
211	0.002446447849
212	0.002423269272
213	0.002418702126
214	0.002403531551
215	0.002403514862
216	0.002393387079
217	0.002371372938
218	0.002352191925
219	0.002352189302
220	0.002343604565
221	0.002343593597
222	0.002343596458
223	0.002330916882
224	0.002322700977
225	0.002312719822
226	0.00229377985
227	0.002280403614
228	0.002280405045
229	0.002280386925
230	0.002245631695
231	0.002229948044
232	0.002229949713
233	0.002219187498
234	0.002210495949
235	0.002210495949
236	0.002189494848
237	0.002189490557
238	0.002189474344
239	0.002170459747
240	0.002170459747
241	0.002170458317
242	0.002168460846
243	0.002168442726
244	0.002153967619
245	0.002134480953
246	0.002134480715
247	0.002134488583
248	0.00212139082
249	0.002121386051
250	0.002121381044
251	0.002121379852
252	0.002115791321
253	0.002115780592
254	0.002115775824
255	0.002105703115
256	0.002085080624
257	0.002085082054
258	0.002085058689
259	0.002075883389
260	0.002075883389
261	0.002075878143
262	0.002075878143
263	0.002075878143
264	0.002066669464
265	0.00206666708
266	0.002050260544
267	0.002050256491
268	0.002050258875
269	0.002050264597
270	0.00205025816
271	0.002035984993
272	0.002025189161
273	0.002025179386
274	0.002007395744
275	0.001988165379
276	0.001970403194
277	0.001958991289
278	0.001958986282
279	0.001950911283
280	0.001950911283
281	0.001941982269
282	0.001941982269
283	0.001924527526
284	0.001917949319
285	0.001906338334
286	0.001906340837
287	0.001879919529
288	0.001861955643
289	0.001852557659
290	0.001835326552
291	0.001835326552
292	0.001835325718
293	0.001835311174
294	0.001835311174
295	0.001835296988
296	0.001822452068
297	0.001822448254
298	0.001813075781
299	0.001806132793
300	0.001790219426
301	0.001790195942
302	0.001790192366
303	0.001770502448
304	0.001770488739
305	0.001758507967
306	0.001751199245
307	0.001751186013
308	0.001751188517
309	0.00175118041
310	0.001751173496
311	0.001746539831
312	0.001746555448
313	0.001724462986
314	0.001716469407
315	0.001705203772
316	0.001693278432
317	0.001693262696
318	0.001693264484
319	0.001693264484
320	0.001693260431
321	0.001685031652
322	0.001685039997
323	0.001685039997
324	0.001685036182
325	0.00168502903
326	0.001685026407
327	0.001674655914
328	0.001674648881
329	0.001674638271
330	0.001666702747
331	0.001660378695
332	0.001660385728
333	0.001639647722
334	0.001639653087
335	0.001639634848
336	0.001631935358
337	0.001631928921
338	0.00163193059
339	0.001621020913
340	0.001621017933
341	0.001621010065
342	0.001607774615
343	0.00160777092
344	0.001587670088
345	0.001587670326
346	0.00158767271
347	0.001587667465
348	0.001587661982
349	0.001578737855
350	0.001578739285
351	0.001578739285
352	0.00156647861
353	0.001566483974
354	0.001566470385
355	0.001557733536
356	0.001557713866
357	0.001557702065
358	0.001557721376
359	0.001547329664
360	0.001528968215
361	0.001528977394
